Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_1.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_10.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_100.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_101.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_102.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_104.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_105.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_108.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_109.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_110.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_111.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_112.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_115.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_116.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_118.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_12.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_120.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_121.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_122.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_123.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_124.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_125.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_126.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_127.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_128.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_129.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_13.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_131.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_132.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_133.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_134.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_137.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_139.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_14.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_140.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_143.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_144.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_145.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_146.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_148.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_149.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_15.jpg
Abyssinian,C:\Users\dmare\Desktop\git_projects\cat_nets\cat_nets\datasets\data\pet_images\Abyssinian_150.jpg
